Name,Total Time,Artist,Album,Track Number,Track Count,Year,Genre,Location
"""Meeresstille Und Gluckliche Fahrt"", Op.27",13:08,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,8,8,1988,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/1-08%20_Meeresstille%20Und%20Gluckliche%20Fahrt_,%20Op.27.m4a"
Sinfonia - Maestoso Con Moto - Allegro - Maestoso Con Moto Come I,13:47.666,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,1,14,1985,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-01%20Sinfonia%20-%20Maestoso%20Con%20Moto%20-%20Allegro%20-%20Maestoso%20Con%20Moto%20Come%20I.m4a
Allegretto Un Poco Agitato,07:00.333,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,2,14,1985,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-02%20Allegretto%20Un%20Poco%20Agitato.m4a
Adagio Religioso,08:08.480,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,3,14,1985,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-03%20Adagio%20Religioso.m4a
"Allergo Moderato Maestoso - Allegro Di Molto 'Alles, Was Odem Hat, Lobe Den Herrn",05:29.693,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,4,14,1985,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-04%20Allergo%20Moderato%20Maestoso%20-%20Allegro%20Di%20Molto%20'Alles,%20Was%20Odem%20Hat,%20Lobe%20Den%20Herrn.m4a"
"Molto Piu Moderato Ma Con Fuoco 'Lobe Den Herrn, Meine Seele'",02:42.160,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,5,14,1985,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-05%20Molto%20Piu%20Moderato%20Ma%20Con%20Fuoco%20'Lobe%20Den%20Herrn,%20Meine%20Seele'.m4a"
"Recitativo 'Saget Es, Die Ihr Erlöset Seid Durch Den Herrn",51.560,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,6,14,1985,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-06%20Recitativo%20'Saget%20Es,%20Die%20Ihr%20Erlo%CC%88set%20Seid%20Durch%20Den%20Herrn.m4a"
Allegro Moderato 'Er Zählet Unsere Tränen In Der Zeit Der Not',02:20.573,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,7,14,1985,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-07%20Allegro%20Moderato%20'Er%20Za%CC%88hlet%20Unsere%20Tra%CC%88nen%20In%20Der%20Zeit%20Der%20Not'.m4a
"Chor. A Tempo Moderato 'Sagt Es, Die Ihr Erlöset Seit'",02:08.066,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,8,14,1985,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-08%20Chor.%20A%20Tempo%20Moderato%20'Sagt%20Es,%20Die%20Ihr%20Erlo%CC%88set%20Seit'.m4a"
Andante 'Ich Harrete Des Herrn',06:46.426,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,9,14,1985,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-09%20Andante%20'Ich%20Harrete%20Des%20Herrn'.m4a
Allegro Un Poco Agitato - Allergo Assai Agitato - Tempo I Moderato 'Stricke Des Todes Hatten Uns Umfangen',04:14.213,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,10,14,1985,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-10%20Allegro%20Un%20Poco%20Agitato%20-%20Allergo%20Assai%20Agitato%20-%20Tempo%20I%20Moderato%20'Stricke%20Des%20Todes%20Hatten%20Uns%20Umfangen'.m4a
Allergo Maestoso E Molto Vivace 'Die Nacht Ist Vergangen',04:58.266,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,11,14,1985,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-11%20Allergo%20Maestoso%20E%20Molto%20Vivace%20'Die%20Nacht%20Ist%20Vergangen'.m4a
Choral. Andante Con Moto - Un Poco Piu Animato 'Nun Danket Alle Gott',04:13.040,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,12,14,1985,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-12%20Choral.%20Andante%20Con%20Moto%20-%20Un%20Poco%20Piu%20Animato%20'Nun%20Danket%20Alle%20Gott'.m4a
Andante Sostenuto Assai 'Drum Sing' Ich Mit Meinem Liede Ewig Dein Lob',05:12.333,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,13,14,1985,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-13%20Andante%20Sostenuto%20Assai%20'Drum%20Sing'%20Ich%20Mit%20Meinem%20Liede%20Ewig%20Dein%20Lob'.m4a
"Allegro Non Tropo - Piu Vivace - Maestoso Come I 'Ihr Völker, Bringet Dem Herrn Ehre Und Macht'",06:31.520,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,14,14,1985,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/2-14%20Allegro%20Non%20Tropo%20-%20Piu%20Vivace%20-%20Maestoso%20Come%20I%20'Ihr%20Vo%CC%88lker,%20Bringet%20Dem%20Herrn%20Ehre%20Und%20Macht'.m4a"
"Symphonie No. 3 in a-moll, op.56, ""Schottische"": 1. Andante con moto - Allegro un poco agitato",16:54.133,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,1,7,1985,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/3-01%20Symphonie%20No.%203%20in%20a-moll,%20op.56,%20_Schottische__%201.%20Andante%20con%20moto%20-%20Allegro%20un%20poco%20agitato.m4a"
"Symphonie No. 3 in a-moll, op.56, ""Schottische"": 2. Vivace non troppo",04:04.040,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,2,7,1985,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/3-02%20Symphonie%20No.%203%20in%20a-moll,%20op.56,%20_Schottische__%202.%20Vivace%20non%20troppo.m4a"
"Symphonie No. 3 in a-moll, op.56, ""Schottische"": 3. Adagio",11:28,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,3,7,1985,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/3-03%20Symphonie%20No.%203%20in%20a-moll,%20op.56,%20_Schottische__%203.%20Adagio.m4a"
"Symphonie No. 3 in a-moll, op.56, ""Schottische"": 4. Allegro vivacissimo - Allegro maestoso assai",10:04.893,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,4,7,1985,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/3-04%20Symphonie%20No.%203%20in%20a-moll,%20op.56,%20_Schottische__%204.%20Allegro%20vivacissimo%20-%20Allegro%20maestoso%20assai.m4a"
"Ouvertüre ""Zum Märchen von der schönen Melusine"", op.32: Allegro con moto",10:55.506,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,5,7,1985,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/3-05%20Ouvertu%CC%88re%20_Zum%20Ma%CC%88rchen%20von%20der%20scho%CC%88nen%20Melusine_,%20op.32_%20Allegro%20con%20moto.m4a"
"""Trompeten-Ouvertüre"", op.101: Allegro vivace",09:14.333,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,6,7,1988,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/3-06%20_Trompeten-Ouvertu%CC%88re_,%20op.101_%20Allegro%20vivace.m4a"
"""Ruy Blas"", op.95: Lento - Allegro molto",08:20.666,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,7,7,1988,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/3-07%20_Ruy%20Blas_,%20op.95_%20Lento%20-%20Allegro%20molto.m4a"
Sym No 4 - 1 Allegro Vivace,10:30,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,1,9,1984,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/4-01%20Sym%20No%204%20-%201%20Allegro%20Vivace.m4a
Sym No 4 - 2 Andante Con Moto,05:55.666,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,2,9,1984,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/4-02%20Sym%20No%204%20-%202%20Andante%20Con%20Moto.m4a
Sym No 4 - 3 Con Moto Moderato,06:29.666,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,3,9,1984,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/4-03%20Sym%20No%204%20-%203%20Con%20Moto%20Moderato.m4a
"Sym No 4 - 4 Saltarello, Presto",05:30.666,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,4,9,1984,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/4-04%20Sym%20No%204%20-%204%20Saltarello,%20Presto.m4a"
Sym No 5 - 1 Andante - Allegro Con Fuoco,12:13,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,5,9,1984,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/4-05%20Sym%20No%205%20-%201%20Andante%20-%20Allegro%20Con%20Fuoco.m4a
Sym No 5 - 2 Allegro Vivace,05:48,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,6,9,1984,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/4-06%20Sym%20No%205%20-%202%20Allegro%20Vivace.m4a
Sym No 5 - 3 Andante,03:45.600,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,7,9,1984,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/4-07%20Sym%20No%205%20-%203%20Andante.m4a
"Sym No 5 - 4 Chorale ""Ein Feste Burg Ist Unser Gott""",09:14.320,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,8,9,1984,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/4-08%20Sym%20No%205%20-%204%20Chorale%20_Ein%20Feste%20Burg%20Ist%20Unser%20Gott_.m4a
"Overture For Wind Instruments In C ""Harmoniemusik""",09:46.213,Claudio Abbado; London Symphony Orchestra,Mendelssohn 5 Symphonies - 7 Overtures,9,9,1986,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Compilations/Mendelssohn%205%20Symphonies%20-%207%20Overtures/4-09%20Overture%20For%20Wind%20Instruments%20In%20C%20_Harmoniemusik_.m4a
Railroad Worksong,05:28.803,The Notting Hillbillies,Missing...Presumed Having a Good Time,1,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/01%20Railroad%20Worksong.mp3
Bewildered,02:37.440,The Notting Hillbillies,Missing...Presumed Having a Good Time,2,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/02%20Bewildered.mp3
Your Own Sweet Way,04:32.666,The Notting Hillbillies,Missing...Presumed Having a Good Time,3,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/03%20Your%20Own%20Sweet%20Way.mp3
Run Me Down,02:25.763,The Notting Hillbillies,Missing...Presumed Having a Good Time,4,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/04%20Run%20Me%20Down.mp3
One Way Gal,03:10.093,The Notting Hillbillies,Missing...Presumed Having a Good Time,5,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/05%20One%20Way%20Gal.mp3
Blues Stay Away from Me,03:51.314,The Notting Hillbillies,Missing...Presumed Having a Good Time,6,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/06%20Blues%20Stay%20Away%20from%20Me.mp3
Will You Miss Me?,03:52.176,The Notting Hillbillies,Missing...Presumed Having a Good Time,7,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/07%20Will%20You%20Miss%20Me_.mp3
Please Baby,03:50.504,The Notting Hillbillies,Missing...Presumed Having a Good Time,8,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/08%20Please%20Baby.mp3
Weapon of Prayer,03:10.511,The Notting Hillbillies,Missing...Presumed Having a Good Time,9,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/09%20Weapon%20of%20Prayer.mp3
That's Where I Belong,02:52.016,The Notting Hillbillies,Missing...Presumed Having a Good Time,10,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/10%20That's%20Where%20I%20Belong.mp3
Feel Like Going Home,04:52.231,The Notting Hillbillies,Missing...Presumed Having a Good Time,11,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Notting%20Hillbillies/Missing...Presumed%20Having%20a%20Good%20Time/11%20Feel%20Like%20Going%20Home.mp3
Bumblebeat,04:34.133,Govi,Mosaico,1,10,2002,New Age,file:///Volumes/Passport3T/iTunes%20Folder/Music/Govi/Mosaico/01%20Bumblebeat.m4a
Euphrates,05:46.986,Govi,Mosaico,2,10,2002,New Age,file:///Volumes/Passport3T/iTunes%20Folder/Music/Govi/Mosaico/02%20Euphrates.m4a
Spicy Dream,04:39.306,Govi,Mosaico,3,10,2002,New Age,file:///Volumes/Passport3T/iTunes%20Folder/Music/Govi/Mosaico/03%20Spicy%20Dream.m4a
This Precious Moment,05:36.573,Govi,Mosaico,4,10,2002,New Age,file:///Volumes/Passport3T/iTunes%20Folder/Music/Govi/Mosaico/04%20This%20Precious%20Moment.m4a
Mosaico,05:24.693,Govi,Mosaico,5,10,2002,New Age,file:///Volumes/Passport3T/iTunes%20Folder/Music/Govi/Mosaico/05%20Mosaico.m4a
Wave Rider,05:22.160,Govi,Mosaico,6,10,2002,New Age,file:///Volumes/Passport3T/iTunes%20Folder/Music/Govi/Mosaico/06%20Wave%20Rider.m4a
Afrodisiac,05:28.400,Govi,Mosaico,7,10,2002,New Age,file:///Volumes/Passport3T/iTunes%20Folder/Music/Govi/Mosaico/07%20Afrodisiac.m4a
Smooth As Silk,05:36.346,Govi,Mosaico,8,10,2002,New Age,file:///Volumes/Passport3T/iTunes%20Folder/Music/Govi/Mosaico/08%20Smooth%20As%20Silk.m4a
Carousel,04:02.546,Govi,Mosaico,9,10,2002,New Age,file:///Volumes/Passport3T/iTunes%20Folder/Music/Govi/Mosaico/09%20Carousel.m4a
Moon Over Water,03:04.293,Govi,Mosaico,10,10,2002,New Age,file:///Volumes/Passport3T/iTunes%20Folder/Music/Govi/Mosaico/10%20Moon%20Over%20Water.m4a
Quintet in A K.581: Allegro,09:43.613,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,1,13,2006,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/01%20Quintet%20in%20A%20K.581_%20Allegro.m4a
Quintet in A K.581: Larghetto,06:45.173,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,2,13,2006,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/02%20Quintet%20in%20A%20K.581_%20Larghetto.m4a
Quintet in A K.581: Menuetto: Trio 1; Trio 2,07:09.306,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,3,13,2006,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/03%20Quintet%20in%20A%20K.581_%20Menuetto_%20Trio%201%3B%20Trio%202.m4a
Quintet in A K.581: Allegretto con Variazioni,09:54.973,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,4,13,2006,Classical,file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/04%20Quintet%20in%20A%20K.581_%20Allegretto%20con%20Variazioni.m4a
"Quintet in E-flat, K.407: Allegro",06:14.773,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,5,13,2006,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/05%20Quintet%20in%20E-flat,%20K.407_%20Allegro.m4a"
"Quintet in E-flat, K.407: Andante",06:27.733,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,6,13,2006,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/06%20Quintet%20in%20E-flat,%20K.407_%20Andante.m4a"
"Quintet in E-flat, K.407: Rondo, Allegro",03:46.826,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,7,13,2006,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/07%20Quintet%20in%20E-flat,%20K.407_%20Rondo,%20Allegro.m4a"
"Quartet in F, K.370: Allegro",07:03.853,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,8,13,2006,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/08%20Quartet%20in%20F,%20K.370_%20Allegro.m4a"
"Quartet in F, K.370: Adagio",02:55.533,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,9,13,2006,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/09%20Quartet%20in%20F,%20K.370_%20Adagio.m4a"
"Quartet in F, K.370: Rondeau, Allegro",04:32.226,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,10,13,2006,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/10%20Quartet%20in%20F,%20K.370_%20Rondeau,%20Allegro.m4a"
"Quartet in A, K.298: Theme (Andante) and Variations",06:28.893,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,11,13,2006,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/11%20Quartet%20in%20A,%20K.298_%20Theme%20(Andante)%20and%20Variations.m4a"
"Quartet in A, K.298: Menuetto; Trio",02:25.640,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,12,13,2006,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/12%20Quartet%20in%20A,%20K.298_%20Menuetto%3B%20Trio.m4a"
"Quartet in A, K.298: Rondeau. Allegretto grazioso",03:10.680,Boston Symphony Orchestra,Mozart Chamber Music for Winds and Strings,13,13,2006,Classical,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Boston%20Symphony%20Orchestra/Mozart%20Chamber%20Music%20for%20Winds%20and%20Strings/13%20Quartet%20in%20A,%20K.298_%20Rondeau.%20Allegretto%20grazioso.m4a"
South Rampart Street Parade,02:08.573,Pete Fountain,Mr. New Orleans,1,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/01%20South%20Rampart%20Street%20Parade.m4a
Put On Your Old Grey Bonnet,02:56.800,Pete Fountain,Mr. New Orleans,2,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/02%20Put%20On%20Your%20Old%20Grey%20Bonnet.m4a
The Second Line,02:32.426,Pete Fountain,Mr. New Orleans,3,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/03%20The%20Second%20Line.m4a
Basin Street Blues,03:04.640,Pete Fountain,Mr. New Orleans,4,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/04%20Basin%20Street%20Blues.m4a
The Darktown Strutters' Ball,02:26.933,Pete Fountain,Mr. New Orleans,5,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/05%20The%20Darktown%20Strutters'%20Ball.m4a
Marching 'Round The Mountain,02:46.293,Pete Fountain,Mr. New Orleans,6,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/06%20Marching%20'Round%20The%20Mountain.m4a
Over The Waves,02:37.040,Pete Fountain,Mr. New Orleans,7,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/07%20Over%20The%20Waves.m4a
Careless Love,02:52.266,Pete Fountain,Mr. New Orleans,8,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/08%20Careless%20Love.m4a
Walking Through New Orleans,02:49.293,Pete Fountain,Mr. New Orleans,9,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/09%20Walking%20Through%20New%20Orleans.m4a
Sugar Bowl Parade,02:09.173,Pete Fountain,Mr. New Orleans,10,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/10%20Sugar%20Bowl%20Parade.m4a
Farewell Blues,02:54.826,Pete Fountain,Mr. New Orleans,11,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/11%20Farewell%20Blues.m4a
Washington And Lee Swing,01:47.933,Pete Fountain,Mr. New Orleans,12,12,1997,Jazz,file:///Volumes/Passport3T/iTunes%20Folder/Music/Pete%20Fountain/Mr.%20New%20Orleans/12%20Washington%20And%20Lee%20Swing.m4a
Summer of '69,04:02.026,Bryan Adams,MTV Unplugged [Live],1,13,1997,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Bryan%20Adams/MTV%20Unplugged%20%5BLive%5D/01%20Summer%20of%20'69.m4a
Back To You,04:30.373,Bryan Adams,MTV Unplugged [Live],2,13,1997,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Bryan%20Adams/MTV%20Unplugged%20%5BLive%5D/02%20Back%20To%20You.m4a
Cuts Like A Knife,05:03.533,Bryan Adams,MTV Unplugged [Live],3,13,1983,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Bryan%20Adams/MTV%20Unplugged%20%5BLive%5D/03%20Cuts%20Like%20A%20Knife.m4a
I'm Ready,04:28.893,Bryan Adams,MTV Unplugged [Live],4,13,1997,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Bryan%20Adams/MTV%20Unplugged%20%5BLive%5D/04%20I'm%20Ready.m4a
Fits Ya Good,03:01.933,Bryan Adams,MTV Unplugged [Live],5,13,1981,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Bryan%20Adams/MTV%20Unplugged%20%5BLive%5D/05%20Fits%20Ya%20Good.m4a
When You Love Someone,03:41.466,Bryan Adams,MTV Unplugged [Live],6,13,1997,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Bryan%20Adams/MTV%20Unplugged%20%5BLive%5D/06%20When%20You%20Love%20Someone.m4a
18 Til I Die,03:30.933,Bryan Adams,MTV Unplugged [Live],7,13,1996,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Bryan%20Adams/MTV%20Unplugged%20%5BLive%5D/07%2018%20Til%20I%20Die.m4a
I Think About You,02:36.240,Bryan Adams,MTV Unplugged [Live],8,13,1996,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Bryan%20Adams/MTV%20Unplugged%20%5BLive%5D/08%20I%20Think%20About%20You.m4a
