Name,Total Time,Artist,Album,Track Number,Track Count,Year,Genre,Location
Let There Be Drums,01:15,Blues Brothers,Blues Brothers 2000,13,18,1998,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Blues%20Brothers%202000/13%20Let%20There%20Be%20Drums.m4a
Season Of The Witch,05:09.600,Blues Brothers,Blues Brothers 2000,14,18,1998,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Blues%20Brothers%202000/14%20Season%20Of%20The%20Witch.m4a
Funky Nassau,04:13.866,Blues Brothers,Blues Brothers 2000,15,18,1998,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Blues%20Brothers%202000/15%20Funky%20Nassau.m4a
How Blue Can You Get,05:30.506,Blues Brothers,Blues Brothers 2000,16,18,1998,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Blues%20Brothers%202000/16%20How%20Blue%20Can%20You%20Get.m4a
Turn On Your Love Light,03:30.160,Blues Brothers,Blues Brothers 2000,17,18,1998,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Blues%20Brothers%202000/17%20Turn%20On%20Your%20Love%20Light.m4a
New Orleans,04:01.640,Blues Brothers,Blues Brothers 2000,18,18,1998,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Blues%20Brothers%202000/18%20New%20Orleans.m4a
Run-Around,04:40.084,Blues Traveler,Four,1,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/01%20Run-Around.mp3
Stand,05:19.242,Blues Traveler,Four,2,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/02%20Stand.mp3
Look Around,05:41.812,Blues Traveler,Four,3,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/03%20Look%20Around.mp3
Fallible,04:46.876,Blues Traveler,Four,4,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/04%20Fallible.mp3
The Mountains Win Again,05:05.658,Blues Traveler,Four,5,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/05%20The%20Mountains%20Win%20Again.mp3
Freedom,04:01.266,Blues Traveler,Four,6,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/06%20Freedom.mp3
Crash Burn,02:59.408,Blues Traveler,Four,7,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/07%20Crash%20Burn.mp3
Price to Pay,05:16.891,Blues Traveler,Four,8,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/08%20Price%20to%20Pay.mp3
Hook,04:50.246,Blues Traveler,Four,9,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/09%20Hook.mp3
"The Good, the Bad, and the Ugly",01:55.826,Blues Traveler,Four,10,,,Rock,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/10%20The%20Good,%20the%20Bad,%20and%20the%20Ugly.mp3"
Just Wait,05:34.497,Blues Traveler,Four,11,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/11%20Just%20Wait.mp3
Brother John,06:38.132,Blues Traveler,Four,12,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Blues%20Traveler/Four/12%20Brother%20John.mp3
Cold Irons Bound,06:49.173,Bob Dylan,Rare Rock Tracks,11,11,1999,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Rare%20Rock%20Tracks/11%20Cold%20Irons%20Bound.m4a
natural mystic,05:43.980,Bob Marley,Natural Mystic,1,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/01%20natural%20mystic.mp3
keep on moving,03:07.715,Bob Marley,Natural Mystic,3,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/03%20keep%20on%20moving.mp3
stop the train,02:19.859,Bob Marley,Natural Mystic,5,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/05%20stop%20the%20train.mp3
small axe,03:45.201,Bob Marley,Natural Mystic,6,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/06%20small%20axe.mp3
corner stone,02:29.812,Bob Marley,Natural Mystic,8,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/08%20corner%20stone.mp3
mr brown,03:29.998,Bob Marley,Natural Mystic,9,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/09%20mr%20brown.mp3
soal shakedown party,03:09.100,Bob Marley,Natural Mystic,10,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/10%20soal%20shakedown%20party.mp3
african herbsman,02:23.203,Bob Marley,Natural Mystic,11,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/11%20african%20herbsman.mp3
soal almighty,02:40.731,Bob Marley,Natural Mystic,12,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/12%20soal%20almighty.mp3
treat you right,01:27.013,Bob Marley,Natural Mystic,13,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/13%20treat%20you%20right.mp3
it's alright,02:18.031,Bob Marley,Natural Mystic,14,14,,Reggae ,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Marley/Natural%20Mystic/14%20it's%20alright.mp3
Wait for Me,03:43.133,Bob Seger,Ultimate Hits: Rock and Roll Never Forgets,11,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-11%20Wait%20for%20Me.m4a
Chances Are,04:17.266,Bob Seger & Martina McBride,Hope Floats,4,13,1998,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Hope%20Floats/04%20Chances%20Are.m4a
Old Time Rock and Roll,03:15.253,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,1,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-01%20Old%20Time%20Rock%20and%20Roll.m4a
Hollywood Nights,05:03.533,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,2,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-02%20Hollywood%20Nights.m4a
Night Moves,05:26.240,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,3,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-03%20Night%20Moves.m4a
Mainstreet,03:44.053,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,4,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-04%20Mainstreet.m4a
Roll Me Away,04:39.960,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,5,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-05%20Roll%20Me%20Away.m4a
Turn the Page (Live),05:06.893,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,6,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-06%20Turn%20the%20Page%20(Live).m4a
Her Strut,03:53.240,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,7,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-07%20Her%20Strut.m4a
Still the Same,03:23.600,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,8,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-08%20Still%20the%20Same.m4a
You'll Accomp'ny Me,04:00.253,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,9,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-09%20You'll%20Accomp'ny%20Me.m4a
We've Got Tonight,03:40.946,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,10,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-10%20We've%20Got%20Tonight.m4a
Like a Rock,05:56.880,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,11,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-11%20Like%20a%20Rock.m4a
Fire Lake,03:32.960,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,12,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-12%20Fire%20Lake.m4a
Tryin' to Live My Life Without You (Live),04:07.880,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,13,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/1-13%20Tryin'%20to%20Live%20My%20Life%20Without%20You%20(Live).m4a
Rock and Roll Never Forgets,03:53.066,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,1,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-01%20Rock%20and%20Roll%20Never%20Forgets.m4a
Against the Wind,05:33.533,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,2,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-02%20Against%20the%20Wind.m4a
The Fire Down Below,04:27.466,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,4,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-04%20The%20Fire%20Down%20Below.m4a
Travelin' Man (Live),04:40.333,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,5,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-05%20Travelin'%20Man%20(Live).m4a
Beautiful Loser (Live),03:42.960,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,6,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-06%20Beautiful%20Loser%20(Live).m4a
Shakedown,04:01.840,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,7,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-07%20Shakedown.m4a
Shame On the Moon,04:54.946,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,8,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-08%20Shame%20On%20the%20Moon.m4a
Katmandu,04:59.986,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,9,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-09%20Katmandu.m4a
Little Drummer Boy,03:32,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,10,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-10%20Little%20Drummer%20Boy.m4a
"Hey, Hey, Hey, Hey (Going Back to Birmingham)",02:06.720,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,12,13,2011,Rock & Roll,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-12%20Hey,%20Hey,%20Hey,%20Hey%20(Going%20Back%20to%20Birmingham).m4a"
Downtown Train,03:59.546,Bob Seger & The Silver Bullet Band,Ultimate Hits: Rock and Roll Never Forgets,13,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-13%20Downtown%20Train.m4a
Ramblin' Gamblin' Man,02:25.186,The Bob Seger System,Ultimate Hits: Rock and Roll Never Forgets,3,13,2011,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bob%20Seger%20&%20The%20Silver%20Bullet%20Band/Ultimate%20Hits_%20Rock%20and%20Roll%20Never%20Forgets/2-03%20Ramblin'%20Gamblin'%20Man.m4a
Choro,04:58.135,Bola Sete / Vince Guaraldi,From All Sides,1,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bola%20Sete%20_%20Vince%20Guaraldi/From%20All%20Sides/01%20Choro.mp3
Menino Pequeno da Bateria,04:25.900,Bola Sete / Vince Guaraldi,From All Sides,2,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bola%20Sete%20_%20Vince%20Guaraldi/From%20All%20Sides/02%20Menino%20Pequeno%20da%20Bateria.mp3
Ginza Samba,05:28.881,Bola Sete / Vince Guaraldi,From All Sides,3,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bola%20Sete%20_%20Vince%20Guaraldi/From%20All%20Sides/03%20Ginza%20Samba.mp3
The Girl from Ipanema,05:20.339,Bola Sete / Vince Guaraldi,From All Sides,4,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bola%20Sete%20_%20Vince%20Guaraldi/From%20All%20Sides/04%20The%20Girl%20from%20Ipanema.mp3
A Taste of Honey,06:54.981,Bola Sete / Vince Guaraldi,From All Sides,5,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bola%20Sete%20_%20Vince%20Guaraldi/From%20All%20Sides/05%20A%20Taste%20of%20Honey.mp3
Ballad of Pancho Villa,02:53.766,Bola Sete / Vince Guaraldi,From All Sides,6,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bola%20Sete%20_%20Vince%20Guaraldi/From%20All%20Sides/06%20Ballad%20of%20Pancho%20Villa.mp3
Little Fishes,04:38.622,Bola Sete / Vince Guaraldi,From All Sides,7,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bola%20Sete%20_%20Vince%20Guaraldi/From%20All%20Sides/07%20Little%20Fishes.mp3
Mambeando,04:14.040,Bola Sete / Vince Guaraldi,From All Sides,8,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Bola%20Sete%20_%20Vince%20Guaraldi/From%20All%20Sides/08%20Mambeando.mp3
Are U Ready?,05:04,Boney James,Body Language,1,9,1999,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Body%20Language/01%20Are%20U%20Ready_.m4a
Into The Blue,04:33.133,Boney James,Body Language,2,9,1999,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Body%20Language/02%20Into%20The%20Blue.m4a
Body Language,04:55.840,Boney James,Body Language,3,9,1999,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Body%20Language/03%20Body%20Language.m4a
I'll Always Love You,04:26.200,Boney James,Body Language,4,9,1999,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Body%20Language/04%20I'll%20Always%20Love%20You.m4a
Boneyizm,04:27.960,Boney James,Body Language,5,9,1999,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Body%20Language/05%20Boneyizm.m4a
Lovefest,04:45.640,Boney James,Body Language,6,9,1999,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Body%20Language/06%20Lovefest.m4a
Bedtime Story,04:25.360,Boney James,Body Language,7,9,1999,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Body%20Language/07%20Bedtime%20Story.m4a
I Get Lonely,05:32.400,Boney James,Body Language,8,9,1999,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Body%20Language/08%20I%20Get%20Lonely.m4a
All Night Long,04:10.266,Boney James,Body Language,9,9,1999,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Body%20Language/09%20All%20Night%20Long.m4a
Heaven,04:04.306,Boney James,Ride,1,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/01%20Heaven.m4a
Grand Central,04:57.226,Boney James,Ride,2,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/02%20Grand%20Central.m4a
RPM,04:48.066,Boney James,Ride,3,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/03%20RPM.m4a
Something Inside,03:53.040,Boney James,Ride,4,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/04%20Something%20Inside.m4a
So Beautiful,04:21.866,Boney James,Ride,5,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/05%20So%20Beautiful.m4a
See What I'm Sayin'?,04:34.493,Boney James,Ride,6,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/06%20See%20What%20I'm%20Sayin'_.m4a
All About You,04:07.200,Boney James,Ride,7,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/07%20All%20About%20You.m4a
Ride,04:33.840,Boney James,Ride,8,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/08%20Ride.m4a
As You Are,04:30.026,Boney James,Ride,9,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/09%20As%20You%20Are.m4a
This Is The Life,04:59.106,Boney James,Ride,10,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/10%20This%20Is%20The%20Life.m4a
[Hidden Track],03:56.533,Boney James,Ride,11,11,2001,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Ride/11%20%5BHidden%20Track%5D.m4a
Camouflage,05:21.053,Boney James,Seduction,1,9,1995,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Seduction/01%20Camouflage.m4a
Got It Goin' On,05:13.426,Boney James,Seduction,2,9,1995,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Seduction/02%20Got%20It%20Goin'%20On.m4a
Lights Down Low,04:32.786,Boney James,Seduction,3,9,1995,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Seduction/03%20Lights%20Down%20Low.m4a
Seduction,05:28.813,Boney James,Seduction,4,9,1995,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Seduction/04%20Seduction.m4a
Washington Bridge,05:34.600,Boney James,Seduction,5,9,1995,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Seduction/05%20Washington%20Bridge.m4a
Without A Doubt,04:40.800,Boney James,Seduction,6,9,1995,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Seduction/06%20Without%20A%20Doubt.m4a
Sara Smile,03:33.266,Boney James,Seduction,7,9,1995,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Seduction/07%20Sara%20Smile.m4a
Second Nature,05:22.640,Boney James,Seduction,8,9,1995,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Seduction/08%20Second%20Nature.m4a
Ain't No Sunshine,03:58.053,Boney James,Seduction,9,9,1995,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Seduction/09%20Ain't%20No%20Sunshine.m4a
Shine (Featuring Esthero),04:22.480,Boney James,Shine,1,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/01%20Shine%20(Featuring%20Esthero).m4a
The Total Experience (Featuring George Duke),03:59.840,Boney James,Shine,2,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/02%20The%20Total%20Experience%20(Featuring%20George%20Duke).m4a
Aquas de Marco (Waters of March),04:00.773,Boney James,Shine,3,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/03%20Aquas%20de%20Marco%20(Waters%20of%20March).m4a
Let It Go,04:00.920,Boney James,Shine,4,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/04%20Let%20It%20Go.m4a
In The Rain (Featuring Dwele),05:00.640,Boney James,Shine,5,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/05%20In%20The%20Rain%20(Featuring%20Dwele).m4a
Gonna Get It (Featuring Faith Evans),03:55.893,Boney James,Shine,6,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/06%20Gonna%20Get%20It%20(Featuring%20Faith%20Evans).m4a
Breathe,03:59.240,Boney James,Shine,7,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/07%20Breathe.m4a
Love Song (Featuring Philip Bailey),04:50.506,Boney James,Shine,8,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/08%20Love%20Song%20(Featuring%20Philip%20Bailey).m4a
Hypnotic (Featuring George Benson),04:13.066,Boney James,Shine,9,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/09%20Hypnotic%20(Featuring%20George%20Benson).m4a
The Way She Walks,04:01.026,Boney James,Shine,10,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/10%20The%20Way%20She%20Walks.m4a
Dedication,04:44.586,Boney James,Shine,11,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/11%20Dedication.m4a
Soft (Featuring Ann Nesby),03:45.933,Boney James,Shine,12,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/12%20Soft%20(Featuring%20Ann%20Nesby).m4a
Gonna Get It (Featuring Rashaan Patterson),04:17.480,Boney James,Shine,13,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/13%20Gonna%20Get%20It%20(Featuring%20Rashaan%20Patterson).m4a
Boneyizm (Acoustic Live),04:19,Boney James,Shine,14,14,2006,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Boney%20James/Shine/14%20Boneyizm%20(Acoustic%20Live).m4a
East Bay,05:19.640,Boney James,Sweet Thing,1,10,1997,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Sweet%20Thing/01%20East%20Bay.m4a
Nothin' But Love,05:02,Boney James,Sweet Thing,2,10,1997,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Sweet%20Thing/02%20Nothin'%20But%20Love.m4a
