Name,Total Time,Artist,Album,Track Number,Track Count,Year,Genre,Location
Rain Please Go Away,02:28.813,Alison Krauss & Union Station,Lonely Runs Both Ways,3,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/03%20Rain%20Please%20Go%20Away.m4a
Goodbye Is All We Have,03:52.573,Alison Krauss & Union Station,Lonely Runs Both Ways,4,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/04%20Goodbye%20Is%20All%20We%20Have.m4a
Union House Branch,02:55.160,Alison Krauss & Union Station,Lonely Runs Both Ways,5,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/05%20Union%20House%20Branch.m4a
Wouldn't Be So Bad,03:10.346,Alison Krauss & Union Station,Lonely Runs Both Ways,6,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/06%20Wouldn't%20Be%20So%20Bad.m4a
Pastures Of Plenty,03:44.880,Alison Krauss & Union Station,Lonely Runs Both Ways,7,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/07%20Pastures%20Of%20Plenty.m4a
Crazy As Me,03:13.400,Alison Krauss & Union Station,Lonely Runs Both Ways,8,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/08%20Crazy%20As%20Me.m4a
Borderline,03:25.680,Alison Krauss & Union Station,Lonely Runs Both Ways,9,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/09%20Borderline.m4a
My Poor Old Heart,03:07.733,Alison Krauss & Union Station,Lonely Runs Both Ways,10,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/10%20My%20Poor%20Old%20Heart.m4a
This Sad Song,02:20.880,Alison Krauss & Union Station,Lonely Runs Both Ways,11,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/11%20This%20Sad%20Song.m4a
Doesn't Have To Be This Way,03:33.213,Alison Krauss & Union Station,Lonely Runs Both Ways,12,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/12%20Doesn't%20Have%20To%20Be%20This%20Way.m4a
I Don't Have To Live This Way,02:03.226,Alison Krauss & Union Station,Lonely Runs Both Ways,13,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/13%20I%20Don't%20Have%20To%20Live%20This%20Way.m4a
If I Didn't Know Any Better,03:48,Alison Krauss & Union Station,Lonely Runs Both Ways,14,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/14%20If%20I%20Didn't%20Know%20Any%20Better.m4a
A Living Prayer,03:34.280,Alison Krauss & Union Station,Lonely Runs Both Ways,15,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/15%20A%20Living%20Prayer.m4a
Let Me Touch You For Awhile,03:21.693,Alison Krauss & Union Station,New Favorite,1,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/01%20Let%20Me%20Touch%20You%20For%20Awhile.m4a
The Boy Who Wouldn't Hoe Corn,04:40.706,Alison Krauss & Union Station,New Favorite,2,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/02%20The%20Boy%20Who%20Wouldn't%20Hoe%20Corn.m4a
The Lucky One,03:10.466,Alison Krauss & Union Station,New Favorite,3,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/03%20The%20Lucky%20One.m4a
Choctaw Hayride,03:10.866,Alison Krauss & Union Station,New Favorite,4,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/04%20Choctaw%20Hayride.m4a
Crazy Faith,03:47.200,Alison Krauss & Union Station,New Favorite,5,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/05%20Crazy%20Faith.m4a
Momma Cried,03:20.800,Alison Krauss & Union Station,New Favorite,6,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/06%20Momma%20Cried.m4a
I'm Gone,03:28.026,Alison Krauss & Union Station,New Favorite,7,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/07%20I'm%20Gone.m4a
Daylight,04:03.400,Alison Krauss & Union Station,New Favorite,8,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/08%20Daylight.m4a
Bright Sunny South,03:00.373,Alison Krauss & Union Station,New Favorite,9,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/09%20Bright%20Sunny%20South.m4a
Stars,02:54,Alison Krauss & Union Station,New Favorite,10,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/10%20Stars.m4a
It All Comes Down To You,02:44.893,Alison Krauss & Union Station,New Favorite,11,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/11%20It%20All%20Comes%20Down%20To%20You.m4a
Take Me For Longing,02:51.133,Alison Krauss & Union Station,New Favorite,12,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/12%20Take%20Me%20For%20Longing.m4a
New Favorite,04:34.200,Alison Krauss & Union Station,New Favorite,13,13,2001,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/New%20Favorite/13%20New%20Favorite.m4a
Paper Airplane,03:36.826,Alison Krauss & Union Station,Paper Airplane,1,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/01%20Paper%20Airplane.m4a
Dust Bowl Children,03:06.786,Alison Krauss & Union Station,Paper Airplane,2,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/02%20Dust%20Bowl%20Children.m4a
Lie Awake,03:55.693,Alison Krauss & Union Station,Paper Airplane,3,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/03%20Lie%20Awake.m4a
Lay My Burden Down,03:52.186,Alison Krauss & Union Station,Paper Airplane,4,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/04%20Lay%20My%20Burden%20Down.m4a
My Love Follows You Where You Go,04:03.773,Alison Krauss & Union Station,Paper Airplane,5,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/05%20My%20Love%20Follows%20You%20Where%20You%20Go.m4a
Dimming of the Day,05:20.146,Alison Krauss & Union Station,Paper Airplane,6,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/06%20Dimming%20of%20the%20Day.m4a
On the Outside Looking In,03:35.826,Alison Krauss & Union Station,Paper Airplane,7,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/07%20On%20the%20Outside%20Looking%20In.m4a
Miles to Go,02:54.173,Alison Krauss & Union Station,Paper Airplane,8,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/08%20Miles%20to%20Go.m4a
Sinking Stone,04:42.586,Alison Krauss & Union Station,Paper Airplane,9,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/09%20Sinking%20Stone.m4a
Bonita and Bill Butler,04:03.266,Alison Krauss & Union Station,Paper Airplane,10,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/10%20Bonita%20and%20Bill%20Butler.m4a
My Opening Farewell,04:09.453,Alison Krauss & Union Station,Paper Airplane,11,11,2011,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Paper%20Airplane/11%20My%20Opening%20Farewell.m4a
Statesboro Blues,04:20.133,Allman Brothers Band,Allman Brothers Band at Fillmore East [Disc 1],1,4,1971,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Allman%20Brothers%20Band%20at%20Fillmore%20East%20%5BDisc%201%5D/1-01%20Statesboro%20Blues.m4a
Done Somebody Wrong,04:34.040,Allman Brothers Band,Allman Brothers Band at Fillmore East [Disc 1],2,4,1971,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Allman%20Brothers%20Band%20at%20Fillmore%20East%20%5BDisc%201%5D/1-02%20Done%20Somebody%20Wrong.m4a
Stormy Monday,08:49.560,Allman Brothers Band,Allman Brothers Band at Fillmore East [Disc 1],3,4,1971,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Allman%20Brothers%20Band%20at%20Fillmore%20East%20%5BDisc%201%5D/1-03%20Stormy%20Monday.m4a
You Don't Love Me [Live],19:14.906,Allman Brothers Band,Allman Brothers Band at Fillmore East [Disc 1],4,4,1971,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Allman%20Brothers%20Band%20at%20Fillmore%20East%20%5BDisc%201%5D/1-04%20You%20Don't%20Love%20Me%20%5BLive%5D.m4a
Hot 'Lanta,05:21.706,Allman Brothers Band,Allman Brothers Band At Fillmore East [Disc 2],1,3,1971,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Allman%20Brothers%20Band%20At%20Fillmore%20East%20%5BDisc%202%5D/2-01%20Hot%20'Lanta.m4a
In Memory Of Elizabeth Reed,13:06.133,Allman Brothers Band,Allman Brothers Band At Fillmore East [Disc 2],2,3,1971,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Allman%20Brothers%20Band%20At%20Fillmore%20East%20%5BDisc%202%5D/2-02%20In%20Memory%20Of%20Elizabeth%20Reed.m4a
Whipping Post,23:05.493,Allman Brothers Band,Allman Brothers Band At Fillmore East [Disc 2],3,3,1971,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Allman%20Brothers%20Band%20At%20Fillmore%20East%20%5BDisc%202%5D/2-03%20Whipping%20Post.m4a
Midnight Rider,02:59.704,The Allman Brothers Band,A Decade of Hits 1969-1979,3,16,1991,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/A%20Decade%20of%20Hits%201969-1979/03%20Midnight%20Rider.m4a
Ain't Wastin' Time No More,03:42.275,Allman Brothers Band,Eat a Peach,1,,,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Eat%20a%20Peach/01%20Ain't%20Wastin'%20Time%20No%20More.mp3
Les Brers in a Minor,09:07.134,Allman Brothers Band,Eat a Peach,2,,,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Eat%20a%20Peach/02%20Les%20Brers%20in%20a%20Minor.mp3
Melissa,03:56.068,Allman Brothers Band,Eat a Peach,3,,,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Eat%20a%20Peach/03%20Melissa.mp3
Mountain Jam,33:41.276,Allman Brothers Band,Eat a Peach,4,,,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Eat%20a%20Peach/04%20Mountain%20Jam.mp3
One Way Out,04:58.161,Allman Brothers Band,Eat a Peach,5,,,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Eat%20a%20Peach/05%20One%20Way%20Out.mp3
Trouble No More,03:45.071,Allman Brothers Band,Eat a Peach,6,,,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Eat%20a%20Peach/06%20Trouble%20No%20More.mp3
Stand Back,03:27.960,Allman Brothers Band,Eat a Peach,7,,,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Eat%20a%20Peach/07%20Stand%20Back.mp3
Blue Sky,05:11.013,Allman Brothers Band,Eat a Peach,8,,,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Eat%20a%20Peach/08%20Blue%20Sky.mp3
Little Martha,02:07.529,Allman Brothers Band,Eat a Peach,9,,,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Allman%20Brothers%20Band/Eat%20a%20Peach/09%20Little%20Martha.mp3
Missa Ad Praesepe: Gloria,05:12.720,"Amanda Ortolani, Kathy Schuman, Gloriæ Dei Cantores, Elizabeth C. Patterson",Keeping Christmas - Beloved Carols And The Christmas Story,22,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/22%20Missa%20Ad%20Praesepe_%20Gloria.m4a
"""Mein Herr Marquis""",03:35.560,André Previn [Conductor] And Edita Gruberova [Soprano] And Wiener Philharmoniker [Orchestra] And Wiener Staatsopernchor [Choir],The # 1 Soprano Album,4,17,2002,Classical,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/The%20%23%201%20Soprano%20Album/1-04%20_Mein%20Herr%20Marquis_.m4a
Allemande,02:24.300,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",1,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/01%20Allemande.mp3"
Sarabande,03:56.277,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",2,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/02%20Sarabande.mp3"
Gigue,02:49.978,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",3,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/03%20Gigue.mp3"
Bourree,03:35.954,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",5,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/05%20Bourree.mp3"
Double,03:18.713,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",6,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/06%20Double.mp3"
Prelude,04:18.795,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",7,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/07%20Prelude.mp3"
Courante,03:25.008,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",9,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/09%20Courante.mp3"
Bourree I - Bourree II,04:13.518,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",11,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/11%20Bourree%20I%20-%20Bourree%20II.mp3"
Prelude for Lute,01:18.445,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",13,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/13%20Prelude%20for%20Lute.mp3"
Siciliano,03:19.706,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",14,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/14%20Siciliano.mp3"
Gavotte en Rondeau,02:59.278,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",15,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/15%20Gavotte%20en%20Rondeau.mp3"
Chaconne,13:51.111,Andrés Segovia,"Segovia Collection, Vol. 1: Bach",16,,,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Andre%CC%81s%20Segovia/Segovia%20Collection,%20Vol.%201_%20Bach/16%20Chaconne.mp3"
"""Sì. Mi chiamano Mimì""",04:57.546,Angela Gheorghiu [Soprano] and Ildebrando d' Arcangelo [Bass] and Orchestra del Teatro alla Scala di Milano [Orchestra] and Riccardo Chailly [Conductor] and Roberto Alagna [Tenor] and Roberto de Candia [Baritone] and Simon Keenlys,The # 1 Soprano Album,16,17,2002,Classical,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/The%20%23%201%20Soprano%20Album/1-16%20_Si%CC%80.%20Mi%20chiamano%20Mimi%CC%80_.m4a
"""Mercè, dilette amiche""",03:55.173,Anita Cerquetti [Soprano] And Coro Del Maggio Musicale Fiorentino [Chorus] And Gianandrea Gavazzeni [Conductor] And Giulietta Simionato [Mezzo-Soprano] And Mario Del Monaco [Tenor] And Orchestra Del Maggio Musicale Fiorentino [Orc,The # 1 Soprano Album,10,17,2002,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/The%20%23%201%20Soprano%20Album/1-10%20_Merce%CC%80,%20dilette%20amiche_.m4a"
"Beethoven: Violin Concerto In D, Op. 61 - 1. Allegro Ma Mon Troppo",27:09,Anne-Sophie Mutter; Kurt Masur: New York Philharmonic Orchestra,"Beethoven: Violin Concerto, Romances",1,5,2002,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Anne-Sophie%20Mutter%3B%20Kurt%20Masur_%20New%20York%20Philharmonic%20Orchestra/Beethoven_%20Violin%20Concerto,%20Romances/01%20Beethoven_%20Violin%20Concerto%20In%20D,%20Op.%2061%20-%201.%20Allegro%20Ma%20Mon%20Troppo.m4a"
"Beethoven: Violin Concerto In D, Op. 61 - 2. Larghetto",10:58.800,Anne-Sophie Mutter; Kurt Masur: New York Philharmonic Orchestra,"Beethoven: Violin Concerto, Romances",2,5,2002,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Anne-Sophie%20Mutter%3B%20Kurt%20Masur_%20New%20York%20Philharmonic%20Orchestra/Beethoven_%20Violin%20Concerto,%20Romances/02%20Beethoven_%20Violin%20Concerto%20In%20D,%20Op.%2061%20-%202.%20Larghetto.m4a"
"Beethoven: Violin Concerto In D, Op. 61 - 3. Rondo",10:16.200,Anne-Sophie Mutter; Kurt Masur: New York Philharmonic Orchestra,"Beethoven: Violin Concerto, Romances",3,5,2002,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Anne-Sophie%20Mutter%3B%20Kurt%20Masur_%20New%20York%20Philharmonic%20Orchestra/Beethoven_%20Violin%20Concerto,%20Romances/03%20Beethoven_%20Violin%20Concerto%20In%20D,%20Op.%2061%20-%203.%20Rondo.m4a"
"Beethoven: Romance #1 In G, Op. 40",07:15,Anne-Sophie Mutter; Kurt Masur: New York Philharmonic Orchestra,"Beethoven: Violin Concerto, Romances",4,5,2002,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Anne-Sophie%20Mutter%3B%20Kurt%20Masur_%20New%20York%20Philharmonic%20Orchestra/Beethoven_%20Violin%20Concerto,%20Romances/04%20Beethoven_%20Romance%20%231%20In%20G,%20Op.%2040.m4a"
"Beethoven: Romance #2 In F, Op. 50",08:23,Anne-Sophie Mutter; Kurt Masur: New York Philharmonic Orchestra,"Beethoven: Violin Concerto, Romances",5,5,2002,Classical,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Anne-Sophie%20Mutter%3B%20Kurt%20Masur_%20New%20York%20Philharmonic%20Orchestra/Beethoven_%20Violin%20Concerto,%20Romances/05%20Beethoven_%20Romance%20%232%20In%20F,%20Op.%2050.m4a"
A Thousand Beautiful Things,03:07.213,Annie Lennox,Bare,1,11,2003,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Annie%20Lennox/Bare/01%20A%20Thousand%20Beautiful%20Things.m4a
Pavement Cracks,05:10.106,Annie Lennox,Bare,2,11,2003,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Annie%20Lennox/Bare/02%20Pavement%20Cracks.m4a
The Hurting Time,07:32.080,Annie Lennox,Bare,3,11,2003,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Annie%20Lennox/Bare/03%20The%20Hurting%20Time.m4a
Honestly,05:01.280,Annie Lennox,Bare,4,11,2003,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Annie%20Lennox/Bare/04%20Honestly.m4a
